id,data
919,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1650}"
920,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2950}"
921,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2550}"
922,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2350}"
923,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 1900}"
924,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2400}"
925,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1550}"
926,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2250}"
927,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1250}"
928,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2450}"
929,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 2600}"
930,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1600}"
931,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1250}"
932,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1700}"
933,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1750}"
934,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1300}"
935,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1750}"
936,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 3000}"
937,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 3350}"
938,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2600}"
939,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 3350}"
940,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1600}"
941,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1500}"
942,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2200}"
943,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1350}"
944,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1500}"
945,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1550}"
946,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1200}"
947,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1300}"
948,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1450}"
949,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2300}"
950,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1750}"
951,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2650}"
952,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 3000}"
953,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1350}"
954,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1650}"
955,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 3000}"
956,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1600}"
957,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1600}"
958,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 2050}"
959,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 2250}"
960,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2500}"
961,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1200}"
962,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1700}"
963,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1300}"
964,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1750}"
965,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 2100}"
966,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1600}"
967,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
968,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2550}"
969,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1400}"
970,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1500}"
971,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 3000}"
972,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2650}"
973,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1650}"
974,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1300}"
975,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 3500}"
976,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 3250}"
977,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1700}"
978,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2600}"
979,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 2200}"
980,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 2300}"
981,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1700}"
982,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1550}"
983,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2600}"
984,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1450}"
985,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1550}"
986,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1800}"
987,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1300}"
988,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1250}"
989,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2450}"
990,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1250}"
991,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1400}"
992,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1500}"
993,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2100}"
994,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2800}"
995,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1600}"
996,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2700}"
997,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1250}"
998,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2650}"
999,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1700}"
1000,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1500}"
1001,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1650}"
1002,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2250}"
1003,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1550}"
1004,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1550}"
1005,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
1006,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2350}"
1007,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1650}"
1008,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2500}"
1009,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1600}"
1010,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1700}"
1011,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 3350}"
1012,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 2900}"
1013,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1700}"
1014,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 2500}"
1015,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1900}"
1016,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2200}"
1017,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1650}"
1018,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1200}"
1019,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2100}"
1020,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 2250}"
1021,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1750}"
1022,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2850}"
1023,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 2200}"
1024,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1500}"
1025,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1350}"
1026,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1600}"
1027,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1450}"
1028,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1600}"
1029,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 2050}"
1030,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1300}"
1031,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1650}"
1032,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1350}"
1033,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1500}"
1034,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1200}"
1035,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1600}"
1036,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1650}"
1037,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1200}"
1038,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1200}"
1039,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 2000}"
1040,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 1800}"
1041,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 1750}"
1042,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2550}"
1043,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1450}"
1044,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2850}"
1045,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2900}"
1046,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1700}"
1047,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1600}"
1048,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1049,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1450}"
1050,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1450}"
1051,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1650}"
1052,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1250}"
1053,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 3100}"
1054,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1350}"
1055,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1250}"
1056,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1350}"
1057,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2750}"
1058,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 1650}"
1059,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1400}"
1060,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 1650}"
1061,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1350}"
1062,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1300}"
1063,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 2050}"
1064,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1065,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1600}"
1066,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1600}"
1067,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 3350}"
1068,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1600}"
1069,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1300}"
1070,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 3000}"
1071,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2900}"
1072,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1400}"
1073,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1700}"
1074,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 3350}"
1075,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1300}"
1076,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1400}"
1077,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1750}"
1078,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1300}"
1079,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1850}"
1080,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 1800}"
1081,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1350}"
1082,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1650}"
1083,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2700}"
1084,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1400}"
1085,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1400}"
1086,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1350}"
1087,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1350}"
1088,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1700}"
1089,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1090,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1450}"
1091,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1700}"
1092,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 3150}"
1093,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1800}"
1094,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1600}"
1095,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2450}"
1096,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1700}"
1097,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3500}"
1098,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1800}"
1099,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1550}"
1100,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1550}"
1101,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1200}"
1102,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1600}"
1103,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1400}"
1104,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1250}"
1105,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2250}"
1106,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1700}"
1107,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1400}"
1108,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1450}"
1109,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1800}"
1110,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1350}"
1111,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 2800}"
1112,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1550}"
1113,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1750}"
1114,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2600}"
1115,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 2050}"
1116,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1250}"
1117,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1350}"
1118,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1750}"
1119,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1600}"
1120,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1350}"
1121,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1450}"
1122,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1250}"
1123,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 2700}"
1124,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 2500}"
1125,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1126,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1600}"
1127,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
1128,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1200}"
1129,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1600}"
1130,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2700}"
1131,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1550}"
1132,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1300}"
1133,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1800}"
1134,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2550}"
1135,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1750}"
1136,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1650}"
1137,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1750}"
1138,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1300}"
1139,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 2950}"
1140,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1800}"
1141,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 1750}"
1142,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1700}"
1143,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1750}"
1144,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1400}"
1145,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2350}"
1146,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1500}"
1147,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3450}"
1148,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1250}"
1149,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1350}"
1150,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1450}"
1151,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1550}"
1152,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1450}"
1153,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1800}"
1154,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 1600}"
1155,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1300}"
1156,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1400}"
1157,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1400}"
1158,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1800}"
1159,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1400}"
1160,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1700}"
1161,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2300}"
1162,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2250}"
1163,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1450}"
1164,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1400}"
1165,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1200}"
1166,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1950}"
1167,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1650}"
1168,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1450}"
1169,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1200}"
1170,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2950}"
1171,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 1700}"
1172,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1600}"
1173,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2400}"
1174,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1700}"
1175,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 2000}"
1176,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1300}"
1177,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1400}"
1178,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 2000}"
1179,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1400}"
1180,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1600}"
1181,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 2200}"
1182,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 1800}"
1183,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1800}"
1184,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1800}"
1185,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1350}"
1186,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2500}"
1187,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1850}"
